PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34173728","Circulating microRNA-29-5p can add to the discrimination between dilated cardiomyopathy and ischaemic heart disease","Brundin M, Wågsäter D, Alehagen U, Carlhäll CJ.","ESC Heart Fail. 2021 Oct;8(5):3865-3874. doi: 10.1002/ehf2.13458. Epub 2021 Jun 26.","Brundin M","ESC Heart Fail","2021","2021/06/26","PMC8497385","","10.1002/ehf2.13458"
"35726831","Specific microRNAs and heart failure: time for the next step toward application?","Sigutova R, Evin L, Stejskal D, Ploticova V, Svagera Z.","Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub. 2022 Dec;166(4):359-368. doi: 10.5507/bp.2022.028. Epub 2022 Jun 20.","Sigutova R","Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub","2022","2022/06/21","","","10.5507/bp.2022.028"
"32860954","Extracellular vesicle signalling in atherosclerosis","Charla E, Mercer J, Maffia P, Nicklin SA.","Cell Signal. 2020 Nov;75:109751. doi: 10.1016/j.cellsig.2020.109751. Epub 2020 Aug 26.","Charla E","Cell Signal","2020","2020/08/30","PMC7534042","","10.1016/j.cellsig.2020.109751"
"30670045","Circulating microRNA-92a level predicts acute coronary syndrome in diabetic patients with coronary heart disease","Wang W, Li Z, Zheng Y, Yan M, Cui Y, Jiang J.","Lipids Health Dis. 2019 Jan 22;18(1):22. doi: 10.1186/s12944-019-0964-0.","Wang W","Lipids Health Dis","2019","2019/01/24","PMC6343303","","10.1186/s12944-019-0964-0"
"34558803","Upregulation of long non-coding RNA myocardial infarction-associated transcription is correlated with coronary artery stenosis and elevated inflammation in patients with coronary atherosclerotic heart disease","Yan ZS, Zhang NC, Li K, Sun HX, Dai XM, Liu GL.","Kaohsiung J Med Sci. 2021 Dec;37(12):1038-1047. doi: 10.1002/kjm2.12444. Epub 2021 Sep 24.","Yan ZS","Kaohsiung J Med Sci","2021","2021/09/24","","","10.1002/kjm2.12444"
"29062343","Expression of miR-126 and its potential function in coronary artery disease","Wang X, Lian Y, Wen X, Guo J, Wang Z, Jiang S, Hu Y.","Afr Health Sci. 2017 Jun;17(2):474-480. doi: 10.4314/ahs.v17i2.22.","Wang X","Afr Health Sci","2017","2017/10/25","PMC5637033","","10.4314/ahs.v17i2.22"
"34493753","Reciprocal regulation of endothelial-mesenchymal transition by MAPK7 and EZH2 in intimal hyperplasia and coronary artery disease","Vanchin B, Sol M, Gjaltema RAF, Brinker M, Kiers B, Pereira AC, Harmsen MC, Moonen JAJ, Krenning G.","Sci Rep. 2021 Sep 7;11(1):17764. doi: 10.1038/s41598-021-97127-4.","Vanchin B","Sci Rep","2021","2021/09/08","PMC8423795","","10.1038/s41598-021-97127-4"
"35379829","Monocyte subpopulation profiling indicates CDK6-derived cell differentiation and identifies subpopulation-specific miRNA expression sets in acute and stable coronary artery disease","Witten A, Martens L, Schäfer AC, Troidl C, Pankuweit S, Vlacil AK, Oberoi R, Schieffer B, Grote K, Stoll M, Markus B.","Sci Rep. 2022 Apr 4;12(1):5589. doi: 10.1038/s41598-022-08600-7.","Witten A","Sci Rep","2022","2022/04/05","PMC8979987","","10.1038/s41598-022-08600-7"
"32343493","Circulating microRNA profiles based on direct S-Poly(T)Plus assay for detection of coronary heart disease","Su M, Niu Y, Dang Q, Qu J, Zhu D, Tang Z, Gou D.","J Cell Mol Med. 2020 Jun;24(11):5984-5997. doi: 10.1111/jcmm.15001. Epub 2020 Apr 28.","Su M","J Cell Mol Med","2020","2020/04/29","PMC7294166","","10.1111/jcmm.15001"
"27882321","MicroRNAs in Coronary Heart Disease: Ready to Enter the Clinical Arena?","Cavarretta E, Frati G.","Biomed Res Int. 2016;2016:2150763. doi: 10.1155/2016/2150763. Epub 2016 Nov 2.","Cavarretta E","Biomed Res Int","2016","2016/11/25","PMC5110879","","10.1155/2016/2150763"
"32185824","Long noncoding RNA NEAT1/microRNA-125a axis predicts increased major adverse cardiac and cerebrovascular event risk independently in patients with unprotected left main coronary artery disease underwent coronary artery bypass grafting","Liu H, Yan X, Yu J.","J Clin Lab Anal. 2020 Jul;34(7):e23299. doi: 10.1002/jcla.23299. Epub 2020 Mar 17.","Liu H","J Clin Lab Anal","2020","2020/03/19","PMC7370784","","10.1002/jcla.23299"
"27497911","Plasma MicroRNA-126-5p is Associated with the Complexity and Severity of Coronary Artery Disease in Patients with Stable Angina Pectoris","Li HY, Zhao X, Liu YZ, Meng Z, Wang D, Yang F, Shi QW.","Cell Physiol Biochem. 2016;39(3):837-46. doi: 10.1159/000447794. Epub 2016 Aug 9.","Li HY","Cell Physiol Biochem","2016","2016/08/08","","","10.1159/000447794"
"34212983","Long noncoding RNA uc003pxg.1 regulates endothelial cell proliferation and migration via miR‑25‑5p in coronary artery disease","Li P, Li Y, Chen L, Ma X, Yan X, Yan M, Qian B, Wang F, Xu J, Yin J, Xu G, Sun K.","Int J Mol Med. 2021 Aug;48(2):160. doi: 10.3892/ijmm.2021.4993. Epub 2021 Jul 2.","Li P","Int J Mol Med","2021","2021/07/02","PMC8262661","","10.3892/ijmm.2021.4993"
"36009007","The Protective Effects of Neurotrophins and MicroRNA in Diabetic Retinopathy, Nephropathy and Heart Failure via Regulating Endothelial Function","Shityakov S, Nagai M, Ergün S, Braunger BM, Förster CY.","Biomolecules. 2022 Aug 12;12(8):1113. doi: 10.3390/biom12081113.","Shityakov S","Biomolecules","2022","2022/08/26","PMC9405668","","10.3390/biom12081113"
"18948630","Toward microRNA-based therapeutics for heart disease: the sense in antisense","van Rooij E, Marshall WS, Olson EN.","Circ Res. 2008 Oct 24;103(9):919-28. doi: 10.1161/CIRCRESAHA.108.183426.","van Rooij E","Circ Res","2008","2008/10/25","PMC2725407","NIHMS127169","10.1161/CIRCRESAHA.108.183426"
"35831141","Expression of lncRNA APF in Peripheral Blood of Patients with Acute Myocardial Infarction Caused by Coronary Heart Disease and its Clinical Significance","Zeng H, Hu F, Duan Y, Li H, Wang Y.","Int Heart J. 2022 Jul 30;63(4):742-748. doi: 10.1536/ihj.21-434. Epub 2022 Jul 14.","Zeng H","Int Heart J","2022","2022/07/13","","","10.1536/ihj.21-434"
"30720076","circRNA‑miRNA association for coronary heart disease","Lin F, Zhao G, Chen Z, Wang X, Lv F, Zhang Y, Yang X, Liang W, Cai R, Li J, Li M, Zhang G.","Mol Med Rep. 2019 Apr;19(4):2527-2536. doi: 10.3892/mmr.2019.9905. Epub 2019 Jan 28.","Lin F","Mol Med Rep","2019","2019/02/06","PMC6423602","","10.3892/mmr.2019.9905"
"36132229","Role of MicroRNAs in Cardiac Disease with Stroke in Pregnancy","Salma U, Alshaikh ABA, Alanazi MF, Alomair BM, Alruwaili M, Alruwaili R.","Oxid Med Cell Longev. 2022 Sep 12;2022:5260085. doi: 10.1155/2022/5260085. eCollection 2022.","Salma U","Oxid Med Cell Longev","2022","2022/09/22","PMC9484966","","10.1155/2022/5260085"
"34997773","Relation of circulating lncRNA GAS5 and miR-21 with biochemical indexes, stenosis severity, and inflammatory cytokines in coronary heart disease patients","Jiang Y, Du T.","J Clin Lab Anal. 2022 Feb;36(2):e24202. doi: 10.1002/jcla.24202. Epub 2022 Jan 8.","Jiang Y","J Clin Lab Anal","2022","2022/01/08","PMC8842157","","10.1002/jcla.24202"
"32455975","A Guide to the Short, Long and Circular RNAs in Hypertension and Cardiovascular Disease","Prestes PR, Maier MC, Woods BA, Charchar FJ.","Int J Mol Sci. 2020 May 22;21(10):3666. doi: 10.3390/ijms21103666.","Prestes PR","Int J Mol Sci","2020","2020/05/28","PMC7279167","","10.3390/ijms21103666"
"34551209","rs41291957 controls miR-143 and miR-145 expression and impacts coronary artery disease risk","Hall IF, Climent M, Viviani Anselmi C, Papa L, Tragante V, Lambroia L, Farina FM, Kleber ME, März W, Biguori C, Condorelli G, Elia L.","EMBO Mol Med. 2021 Oct 7;13(10):e14060. doi: 10.15252/emmm.202114060. Epub 2021 Sep 22.","Hall IF","EMBO Mol Med","2021","2021/09/22","PMC8495461","","10.15252/emmm.202114060"
"31495986","Potential of circulating pro-angiogenic microRNA expressions as biomarkers for rapid angiographic stenotic progression and restenosis risks in coronary artery disease patients underwent percutaneous coronary intervention","Dai R, Liu Y, Zhou Y, Xiong X, Zhou W, Li W, Zhou W, Chen M.","J Clin Lab Anal. 2020 Jan;34(1):e23013. doi: 10.1002/jcla.23013. Epub 2019 Sep 8.","Dai R","J Clin Lab Anal","2020","2019/09/10","PMC6977144","","10.1002/jcla.23013"
"32844995","NEAT1/miR-140-3p/MAPK1 mediates the viability and survival of coronary endothelial cells and affects coronary atherosclerotic heart disease","Zhang H, Ji N, Gong X, Ni S, Wang Y.","Acta Biochim Biophys Sin (Shanghai). 2020 Sep 8;52(9):967-974. doi: 10.1093/abbs/gmaa087.","Zhang H","Acta Biochim Biophys Sin (Shanghai)","2020","2020/08/27","","","10.1093/abbs/gmaa087"
"34850451","LncRNA UCA1, miR-26a, and miR-195 in coronary heart disease patients: Correlation with stenosis degree, cholesterol levels, inflammatory cytokines, and cell adhesion molecules","Li J, Chen Z, Wang X, Song H.","J Clin Lab Anal. 2022 Jan;36(1):e24070. doi: 10.1002/jcla.24070. Epub 2021 Dec 1.","Li J","J Clin Lab Anal","2022","2021/12/01","PMC8761467","","10.1002/jcla.24070"
"30724444","Serum exosomal microRNA let-7i-3p as candidate diagnostic biomarker for Kawasaki disease patients with coronary artery aneurysm","Wang YF, Lian XL, Zhong JY, Su SX, Xu YF, Xie XF, Wang ZP, Li W, Zhang L, Che D, Yu L, Huang P, Jia HL, Gu XQ.","IUBMB Life. 2019 Jul;71(7):891-900. doi: 10.1002/iub.2015. Epub 2019 Feb 6.","Wang YF","IUBMB Life","2019","2019/02/07","","","10.1002/iub.2015"
"34969167","Association study of miR-149, miR-196a2, and miR-499a polymorphisms with coronary artery aneurysm of Kawasaki disease in southern Chinese population","Fu L, Xu Y, Yu H, Pi L, Li J, Zhou H, Zhang L, Zhang T, Che D, Gu X.","J Gene Med. 2022 Apr;24(4):e3405. doi: 10.1002/jgm.3405. Epub 2022 Jan 30.","Fu L","J Gene Med","2022","2021/12/30","PMC9286670","","10.1002/jgm.3405"
"26825691","Lipoprotein carriers of microRNAs","Michell DL, Vickers KC.","Biochim Biophys Acta. 2016 Dec;1861(12 Pt B):2069-2074. doi: 10.1016/j.bbalip.2016.01.011. Epub 2016 Jan 26.","Michell DL","Biochim Biophys Acta","2016","2016/01/31","PMC4959968","NIHMS758037","10.1016/j.bbalip.2016.01.011"
"32372677","Anti-inflammatory effect of up-regulated microRNA-221-3p on coronary heart disease via suppressing NLRP3/ASC/pro-caspase-1 inflammasome pathway activation","Rong J, Xu J, Liu Q, Xu J, Mou T, Zhang X, Chi H, Zhou H.","Cell Cycle. 2020 Jun;19(12):1478-1491. doi: 10.1080/15384101.2020.1754562. Epub 2020 May 6.","Rong J","Cell Cycle","2020","2020/05/07","PMC7469527","","10.1080/15384101.2020.1754562"
"29091861","MicroRNA-574-5p promotes cell growth of vascular smooth muscle cells in the progression of coronary artery disease","Lai Z, Lin P, Weng X, Su J, Chen Y, He Y, Wu G, Wang J, Yu Y, Zhang L.","Biomed Pharmacother. 2018 Jan;97:162-167. doi: 10.1016/j.biopha.2017.10.062. Epub 2017 Nov 6.","Lai Z","Biomed Pharmacother","2018","2017/11/02","","","10.1016/j.biopha.2017.10.062"
"30249504","miR-23 regulates cell proliferation and apoptosis of vascular smooth muscle cells in coronary heart disease","Liu L, Cheng Z, Yang J.","Pathol Res Pract. 2018 Nov;214(11):1873-1878. doi: 10.1016/j.prp.2018.09.004. Epub 2018 Sep 13.","Liu L","Pathol Res Pract","2018","2018/09/26","","","10.1016/j.prp.2018.09.004"
"32033332","Circulatory miR-133b and miR-21 as Novel Biomarkers in Early Prediction and Diagnosis of Coronary Artery Disease","Kumar D, Narang R, Sreenivas V, Rastogi V, Bhatia J, Saluja D, Srivastava K.","Genes (Basel). 2020 Feb 5;11(2):164. doi: 10.3390/genes11020164.","Kumar D","Genes (Basel)","2020","2020/02/09","PMC7073535","","10.3390/genes11020164"
"25710020","MicroRNAs and cardiovascular diseases","Nishiguchi T, Imanishi T, Akasaka T.","Biomed Res Int. 2015;2015:682857. doi: 10.1155/2015/682857. Epub 2015 Feb 1.","Nishiguchi T","Biomed Res Int","2015","2015/02/25","PMC4331324","","10.1155/2015/682857"
"34565095","Abnormal expression of TGFBR2, EGF, LRP10, and IQGAP1 is involved in the pathogenesis of coronary artery disease","Du Y, Hu Y, Wen N, Fu S, Zhang G, Li L, Liu T, Lv X, Zhang W.","Rev Cardiovasc Med. 2021 Sep 24;22(3):947-958. doi: 10.31083/j.rcm2203103.","Du Y","Rev Cardiovasc Med","2021","2021/09/26","","","10.31083/j.rcm2203103"
"36614057","MicroRNAs as Biomarkers for Coronary Artery Disease Related to Type 2 Diabetes Mellitus-From Pathogenesis to Potential Clinical Application","Szydełko J, Matyjaszek-Matuszek B.","Int J Mol Sci. 2022 Dec 29;24(1):616. doi: 10.3390/ijms24010616.","Szydełko J","Int J Mol Sci","2022","2023/01/08","PMC9820734","","10.3390/ijms24010616"
"28501916","MicroRNAs in injury and repair","Gerlach CV, Vaidya VS.","Arch Toxicol. 2017 Aug;91(8):2781-2797. doi: 10.1007/s00204-017-1974-1. Epub 2017 May 13.","Gerlach CV","Arch Toxicol","2017","2017/05/15","PMC5843992","NIHMS876496","10.1007/s00204-017-1974-1"
"25349183","MicroRNA expression in circulating microvesicles predicts cardiovascular events in patients with coronary artery disease","Jansen F, Yang X, Proebsting S, Hoelscher M, Przybilla D, Baumann K, Schmitz T, Dolf A, Endl E, Franklin BS, Sinning JM, Vasa-Nicotera M, Nickenig G, Werner N.","J Am Heart Assoc. 2014 Oct 27;3(6):e001249. doi: 10.1161/JAHA.114.001249.","Jansen F","J Am Heart Assoc","2014","2014/10/29","PMC4338711","","10.1161/JAHA.114.001249"
"27916680","The role of microRNAs in heart failure","Wang H, Cai J.","Biochim Biophys Acta Mol Basis Dis. 2017 Aug;1863(8):2019-2030. doi: 10.1016/j.bbadis.2016.11.034. Epub 2016 Dec 1.","Wang H","Biochim Biophys Acta Mol Basis Dis","2017","2016/12/06","","","10.1016/j.bbadis.2016.11.034"
"25572405","Epigenetic mechanisms in heart development and disease","Martinez SR, Gay MS, Zhang L.","Drug Discov Today. 2015 Jul;20(7):799-811. doi: 10.1016/j.drudis.2014.12.018. Epub 2015 Jan 6.","Martinez SR","Drug Discov Today","2015","2015/01/10","PMC4492921","NIHMS653631","10.1016/j.drudis.2014.12.018"
"33506919","Uncovering the differentially expressed genes and pathways involved in the progression of stable coronary artery disease to acute myocardial infarction using bioinformatics analysis","Xiao SJ, Zhou YF, Wu Q, Ma WR, Chen ML, Pan DF.","Eur Rev Med Pharmacol Sci. 2021 Jan;25(1):301-312. doi: 10.26355/eurrev_202101_24396.","Xiao SJ","Eur Rev Med Pharmacol Sci","2021","2021/01/28","","","10.26355/eurrev_202101_24396"
"31324570","MicroRNAs: Emerging biomarkers for atrial fibrillation","Komal S, Yin JJ, Wang SH, Huang CZ, Tao HL, Dong JZ, Han SN, Zhang LR.","J Cardiol. 2019 Dec;74(6):475-482. doi: 10.1016/j.jjcc.2019.05.018. Epub 2019 Jul 16.","Komal S","J Cardiol","2019","2019/07/21","","","10.1016/j.jjcc.2019.05.018"
"30146615","Transcriptomic responses of peripheral blood cells to coronary artery disease","Lin M, Zhang Y, Niu Z, Chi Y, Huang Q.","Biosci Trends. 2018 Sep 19;12(4):354-359. doi: 10.5582/bst.2018.01078. Epub 2018 Aug 26.","Lin M","Biosci Trends","2018","2018/08/28","","","10.5582/bst.2018.01078"
"31520726","Novel risk factors in coronary artery disease: are they clinically relevant?","Tousoulis D.","Hellenic J Cardiol. 2019 May-Jun;60(3):149-151. doi: 10.1016/j.hjc.2019.06.003. Epub 2019 Sep 11.","Tousoulis D","Hellenic J Cardiol","2019","2019/09/15","","","10.1016/j.hjc.2019.06.003"
"32016478","Protective effect of microRNA‑381 against inflammatory damage of endothelial cells during coronary heart disease by targeting CXCR4","Li Y, Huang J, Yan H, Li X, Ding C, Wang Q, Lu Z.","Mol Med Rep. 2020 Mar;21(3):1439-1448. doi: 10.3892/mmr.2020.10957. Epub 2020 Jan 22.","Li Y","Mol Med Rep","2020","2020/02/05","PMC7003055","","10.3892/mmr.2020.10957"
"32414303","Effects of ambient ozone exposure on circulating extracellular vehicle microRNA levels in coronary artery disease patients","Chen H, Xu Y, Rappold A, Diaz-Sanchez D, Tong H.","J Toxicol Environ Health A. 2020 May 2;83(9):351-362. doi: 10.1080/15287394.2020.1762814. Epub 2020 May 15.","Chen H","J Toxicol Environ Health A","2020","2020/05/17","PMC7306136","NIHMS1598448","10.1080/15287394.2020.1762814"
"28205634","Circulating miR-155, miR-145 and let-7c as diagnostic biomarkers of the coronary artery disease","Faccini J, Ruidavets JB, Cordelier P, Martins F, Maoret JJ, Bongard V, Ferrières J, Roncalli J, Elbaz M, Vindis C.","Sci Rep. 2017 Feb 16;7:42916. doi: 10.1038/srep42916.","Faccini J","Sci Rep","2017","2017/02/17","PMC5311865","","10.1038/srep42916"
"34643044","MicroRNA-146b-5p promotes atrial fibrosis in atrial fibrillation by repressing TIMP4","Ye Q, Liu Q, Ma X, Bai S, Chen P, Zhao Y, Bai C, Liu Y, Liu K, Xin M, Zeng C, Zhao C, Yao Y, Ma Y, Wang J.","J Cell Mol Med. 2021 Nov;25(22):10543-10553. doi: 10.1111/jcmm.16985. Epub 2021 Oct 13.","Ye Q","J Cell Mol Med","2021","2021/10/13","PMC8581305","","10.1111/jcmm.16985"
"28489066","Two Single Nucleotide Polymorphisms (rs2431697 and rs2910164) of miR-146a Are Associated with Risk of Coronary Artery Disease","Wang Y, Wang X, Li Z, Chen L, Zhou L, Li C, Ouyang DS.","Int J Environ Res Public Health. 2017 May 10;14(5):514. doi: 10.3390/ijerph14050514.","Wang Y","Int J Environ Res Public Health","2017","2017/05/11","PMC5451965","","10.3390/ijerph14050514"
"35478415","LncRNA NEAT1 correlates with Th17 cells and proinflammatory cytokines, also reflects stenosis degree and cholesterol level in coronary heart disease patients","Zhu L, Lin X, Chen M.","J Clin Lab Anal. 2022 Jun;36(6):e23975. doi: 10.1002/jcla.23975. Epub 2022 Apr 27.","Zhu L","J Clin Lab Anal","2022","2022/04/28","PMC9169209","","10.1002/jcla.23975"
"26383248","MicroRNA-21 negatively regulates Treg cells through a TGF-β1/Smad-independent pathway in patients with coronary heart disease","Li S, Fan Q, He S, Tang T, Liao Y, Xie J.","Cell Physiol Biochem. 2015;37(3):866-78. doi: 10.1159/000430214. Epub 2015 Sep 18.","Li S","Cell Physiol Biochem","2015","2015/09/19","","","10.1159/000430214"
"37316908","Interaction between the expression of hsa_circRPRD1A and hsa_circHERPUD2 and classical coronary risk factors promotes the development of coronary artery disease","He S, Fu Y, Li C, Gan X, Wang Y, Zhou H, Jiang R, Zhang Q, Jia Q, Chen X, Jia EZ.","BMC Med Genomics. 2023 Jun 14;16(1):131. doi: 10.1186/s12920-023-01540-9.","He S","BMC Med Genomics","2023","2023/06/14","PMC10265751","","10.1186/s12920-023-01540-9"
"25843779","microRNA regulation of Wnt signaling pathways in development and disease","Song JL, Nigam P, Tektas SS, Selva E.","Cell Signal. 2015 Jul;27(7):1380-91. doi: 10.1016/j.cellsig.2015.03.018. Epub 2015 Apr 2.","Song JL","Cell Signal","2015","2015/04/07","PMC4437805","NIHMS677830","10.1016/j.cellsig.2015.03.018"
"21420033","MicroRNAs in cardiac disease","Dorn GW 2nd.","Transl Res. 2011 Apr;157(4):226-35. doi: 10.1016/j.trsl.2010.12.013. Epub 2011 Jan 22.","Dorn GW 2nd","Transl Res","2011","2011/03/23","PMC3070425","NIHMS276448","10.1016/j.trsl.2010.12.013"
"26175229","Role of the microRNA, miR-206, and its target PIK3C2α in endothelial progenitor cell function – potential link with coronary artery disease","Tang Y, Zhang Y, Chen Y, Xiang Y, Xie Y.","FEBS J. 2015 Oct;282(19):3758-72. doi: 10.1111/febs.13372. Epub 2015 Aug 4.","Tang Y","FEBS J","2015","2015/07/16","","","10.1111/febs.13372"
"24053180","Plasma microRNA-133a is a new marker for both acute myocardial infarction and underlying coronary artery stenosis","Wang F, Long G, Zhao C, Li H, Chaugai S, Wang Y, Chen C, Wang DW.","J Transl Med. 2013 Sep 23;11:222. doi: 10.1186/1479-5876-11-222.","Wang F","J Transl Med","2013","2013/09/24","PMC3849017","","10.1186/1479-5876-11-222"
